id,nome_comune,nome_scientifico,categoria,luce,annaffiatura,umidita,temp_min,temp_max,tossicita,note_cura,soglia_umidita,fonte,stato,external_id,immagine_principale_url
87cb0f85-f5cc-4554-9d88-259d3d5ecdfa,Aspidistra,Aspidistra elatior,interno,bassa,poca,media,5,30,false,"Tra le piante da interno più resistenti: tollera scarsa luce, polvere e irregolarità nelle annaffiature. Evitare il sole diretto che brucia le foglie.",30,curato,attivo,,
e0f67841-8cb3-445e-8e77-d44b39dbb37c,Yucca,Yucca elephantipes,interno,alta,poca,bassa,7,30,true,Richiede molta luce e substrato molto drenante. Le annaffiature vanno diradate in inverno per evitare marciumi al colletto.,20,curato,attivo,,
cd43d3db-166e-446b-aac9-e5e85873b9c0,Echeveria elegans,Echeveria elegans,succulenta,alta,poca,bassa,5,30,false,"Necessita di pieno sole e terriccio molto drenante. Annaffiare solo a substrato completamente asciutto, evitando di bagnare la rosetta.",15,curato,attivo,,
eb8066ec-8ad1-4d0e-90af-2f92c6ca1dae,Aloe vera,Aloe vera,succulenta,alta,poca,bassa,10,30,true,Ama il pieno sole e teme il gelo. L'ingestione del lattice giallo alla base delle foglie è tossica per cani e gatti.,15,curato,attivo,,
8296dd3d-a40e-4466-997b-e69f30937305,Haworthia fasciata,Haworthia fasciata,succulenta,media,poca,bassa,10,30,false,A differenza di molte succulente preferisce luce indiretta intensa al sole cocente. Annaffiature rade e substrato minerale.,15,curato,attivo,,
6ccacf51-e5f9-46cb-8bf8-e66265493b5f,Crassula ovata,Crassula ovata,succulenta,alta,poca,bassa,7,30,true,"Pianta longeva che accumula acqua nelle foglie carnose: annaffiare raramente, quasi mai in inverno. Tossica per cani e gatti se ingerita.",15,curato,attivo,,
a35822cf-e7ca-4fea-bf18-a3ff1eb3e325,Sedum morganianum,Sedum morganianum,succulenta,alta,poca,bassa,10,30,false,Adatta a panieri sospesi per i lunghi fusti ricadenti. Le foglie si staccano facilmente al tocco: maneggiare il meno possibile.,10,curato,attivo,,
d37bbb63-cd52-4ebf-a92a-b5ac1e837da7,Kalanchoe blossfeldiana,Kalanchoe blossfeldiana,succulenta,alta,poca,bassa,10,30,true,"Fiorisce in risposta a giornate corte; molta luce favorisce la rifioritura. Contiene glicosidi cardioattivi, tossica per gli animali domestici.",15,curato,attivo,,
3f2b7be9-7b03-4303-98c9-00c592ceb324,Opuntia microdasys,Opuntia microdasys,succulenta,alta,poca,bassa,5,35,false,Cactus da pieno sole con svernamento asciutto e fresco. I glochidi si staccano al minimo contatto e sono molto irritanti per la pelle.,10,curato,attivo,,
78a4ee06-fb12-454d-b5d0-0ad7c4eee5b4,Mammillaria elongata,Mammillaria elongata,succulenta,alta,poca,bassa,7,35,false,Richiede pieno sole e substrato minerale drenante. Un periodo invernale asciutto e fresco favorisce la fioritura primaverile.,10,curato,attivo,,
de51dfb5-35e7-442f-a6c4-1ce3a450a300,Euphorbia trigona,Euphorbia trigona,succulenta,alta,poca,bassa,10,30,true,"Succulenta colonnare da molta luce e annaffiature rade. Il lattice bianco è fortemente irritante per pelle, occhi e mucose.",15,curato,attivo,,
e4257658-bd0b-4da7-82ee-fb210a0ab6f5,Aeonium arboreum,Aeonium arboreum,succulenta,alta,poca,bassa,5,30,false,Ha riposo vegetativo estivo: in piena estate riduce le annaffiature e può perdere foglie. Teme il gelo prolungato.,15,curato,attivo,,
dd79b08c-c187-47f2-91f1-02b4a99842c3,Sempervivum tectorum,Sempervivum tectorum,succulenta,alta,poca,bassa,-15,30,false,"Estremamente rustica, resiste al gelo se coltivata in substrato molto drenante e asciutto. La rosetta madre muore dopo la fioritura lasciando i polloni.",10,curato,attivo,,
bc0911d4-890a-40dc-a702-3fabacaefd97,Lithops salicola,Lithops salicola,succulenta,alta,poca,bassa,5,35,false,"Non va annaffiata durante la muta delle foglie, che avviene tra fine inverno e primavera. L'eccesso d'acqua provoca lo scoppio dei corpi.",10,curato,attivo,,
a2ea7b34-4184-4d1d-8639-5e99008ac0a0,Calathea orbifolia,Calathea orbifolia,tropicale,media,media,alta,16,28,false,Richiede umidità ambientale elevata e luce filtrata; l'aria secca provoca margini fogliari secchi. Sensibile al calcare: preferire acqua demineralizzata.,50,curato,attivo,,
618f93cf-5800-484e-b606-1747bb453966,Strelitzia reginae,Strelitzia reginae,tropicale,alta,media,alta,12,30,true,Necessita di molta luce per fiorire e di vasi piuttosto stretti. Semi e rizomi sono tossici per gli animali domestici se ingeriti.,40,curato,attivo,,
64f823d4-80f4-4e52-b0d4-12c024cb73ab,Anthurium andraeanum,Anthurium andraeanum,tropicale,media,media,alta,16,29,true,"Fiorisce a lungo con luce indiretta intensa e umidità elevata. Contiene ossalato di calcio, irritante per bocca e mucose.",50,curato,attivo,,
5282e90c-1403-4f74-8c1e-d653f4b5c96d,Orchidea Phalaenopsis,Phalaenopsis,tropicale,media,poca,alta,16,29,false,"Coltivata in bark, va immersa e lasciata scolare completamente: le radici non devono restare nell'acqua. Le radici verdi indicano buona idratazione.",40,curato,attivo,,
562f7f28-70ec-4b5c-8a38-92d9d9fe3b36,Alocasia amazonica,Alocasia amazonica,tropicale,media,media,alta,15,29,true,"Gradisce calore, umidità alta e luce filtrata; in inverno può entrare in dormienza perdendo le foglie. Contiene ossalato di calcio.",50,curato,attivo,,
507ba3de-8a3f-4ed8-b8cf-754fc8dae201,Maranta leuconeura,Maranta leuconeura,tropicale,media,media,alta,15,28,false,Le foglie si chiudono di notte per movimento nictinastico. Richiede umidità elevata e acqua povera di calcare.,50,curato,attivo,,
24b74ebe-7512-4f0a-91a6-59dfec346cb6,Ficus benjamina,Ficus benjamina,tropicale,alta,media,alta,15,30,true,"Perde foglie in seguito a spostamenti, correnti d'aria o variazioni di luce. Il lattice è irritante per pelle e mucose.",40,curato,attivo,,
d33ab843-b4b9-43c1-9f88-c2886ba48688,Dieffenbachia seguine,Dieffenbachia seguine,tropicale,media,media,alta,15,30,true,Luce indiretta e ambiente caldo e umido. Molto tossica: la linfa provoca gonfiore e bruciore intenso di bocca e gola.,45,curato,attivo,,
a015024e-025f-4857-a4b5-926a966778b4,Basilico,Ocimum basilicum,aromatica,alta,frequente,media,10,30,false,Annuale che teme il freddo: sotto i 10 °C arresta la crescita. Cimare le infiorescenze per prolungare la produzione di foglie.,50,curato,attivo,,
5e55d43f-ef98-4d26-843c-bdc64c6ca6da,Rosmarino,Salvia rosmarinus,aromatica,alta,poca,bassa,-5,35,false,Arbusto mediterraneo che richiede pieno sole e terreno molto drenante. Teme il ristagno idrico più del freddo.,25,curato,attivo,,
3a14c055-3558-4699-b0ac-fdaab9c88e66,Menta,Mentha spicata,aromatica,alta,frequente,media,-10,30,false,Molto vigorosa e invasiva tramite stoloni: meglio coltivarla in vaso dedicato. Richiede substrato costantemente fresco.,60,curato,attivo,,
fcc443db-7ace-4aa1-aefa-294aa093d167,Lavanda,Lavandula angustifolia,aromatica,alta,poca,bassa,-15,35,false,"Rustica e resistente al freddo, richiede pieno sole e terreno calcareo ben drenato. Potare dopo la fioritura senza intaccare il legno vecchio.",25,curato,attivo,,
95fe16e6-30d8-428e-8d99-77a5be496ce9,Timo,Thymus vulgaris,aromatica,alta,poca,bassa,-10,35,false,"Aromatica mediterranea da pieno sole, tollera la siccità e i terreni poveri. Il ristagno è la causa più comune di deperimento.",25,curato,attivo,,
ff72965a-7af3-474e-b2ef-9796ab2bb95f,Salvia,Salvia officinalis,aromatica,alta,poca,bassa,-10,35,false,Suffrutice rustico da pieno sole e terreno drenante. Una potatura primaverile mantiene la pianta compatta ed evita che lignifichi.,25,curato,attivo,,
245521ba-6b21-4de6-a562-2032b91de780,Origano,Origanum vulgare,aromatica,alta,poca,bassa,-10,35,false,Perenne rustica che sviluppa il massimo aroma in pieno sole e terreno povero. Raccogliere preferibilmente prima della fioritura.,25,curato,attivo,,
60c8954e-19c7-490c-8d14-6c02286761c8,Prezzemolo,Petroselinum crispum,aromatica,alta,media,media,-5,30,false,Biennale coltivata come annuale: nel secondo anno va a seme e le foglie perdono qualità. Gradisce substrato fresco e mezz'ombra nelle estati torride.,45,curato,attivo,,
a1a0d23c-551d-4097-998b-9594320f8e1c,Geranio,Pelargonium zonale,altro,alta,media,bassa,5,35,true,Fiorisce abbondantemente in pieno sole; rimuovere i fiori appassiti per prolungare la fioritura. Teme il gelo e va riparato in inverno.,30,curato,attivo,,
57a98b39-1f38-41a2-a1cc-d9cfcd52ac4e,Ortensia,Hydrangea macrophylla,altro,media,frequente,media,-10,30,true,"Preferisce mezz'ombra e substrato acido costantemente fresco. Il colore dei fiori dipende dal pH del terreno: blu in suolo acido, rosa in suolo alcalino.",55,curato,attivo,,
12e6716b-b2e6-49c5-8895-45874cb7d4b0,Begonia semperflorens,Begonia semperflorens,altro,media,media,media,5,30,true,Fiorisce con continuità in mezz'ombra luminosa. Evitare di bagnare le foglie per prevenire oidio e marciumi.,45,curato,attivo,,
2a27d5f8-c624-45b9-a625-264c75c918d0,Ciclamino,Cyclamen persicum,altro,media,media,media,5,20,true,"Vegeta e fiorisce nella stagione fredda, va tenuto al fresco e mai vicino a fonti di calore. Annaffiare da sotto per non bagnare il tubero.",40,curato,attivo,,
b9b1b9a0-d309-4efc-ae98-4071cd671ee3,Petunia,Petunia hybrida,altro,alta,frequente,media,5,32,false,Richiede pieno sole e annaffiature regolari in estate. La rimozione dei fiori appassiti stimola nuove fioriture.,40,curato,attivo,,
2435e3c1-05a3-4a58-9b00-12af939dac97,Surfinia,Petunia x atkinsiana,altro,alta,frequente,media,5,32,false,"Petunia ricadente da balcone, molto esigente in acqua e concime durante la fioritura. Il pieno sole è indispensabile per una fioritura abbondante.",40,curato,attivo,,
c1d7ff1c-93ae-4868-bca0-bff2a85f4a6d,Felce di Boston,Nephrolepis exaltata,altro,media,frequente,alta,12,28,false,"Richiede umidità ambientale elevata e substrato sempre leggermente umido, mai zuppo. L'aria secca provoca imbrunimento delle fronde.",55,curato,attivo,,
25841be4-721b-46c5-b1dd-ca667463c619,Bonsai Ficus,Ficus retusa,altro,alta,media,media,15,30,true,Il bonsai più tollerante per l'interno: molta luce e annaffiature quando il substrato inizia ad asciugare in superficie. Il lattice è irritante.,40,curato,attivo,,
a7db9704-45a4-4bf6-ae79-6ed81d32cc18,Palma Areca,Dypsis lutescens,altro,alta,media,alta,15,30,false,Gradisce luce indiretta intensa e buona umidità ambientale. Sensibile all'accumulo di sali: usare acqua a basso contenuto di calcare.,45,curato,attivo,,
fa940581-dd0c-450b-812e-bdd816a7c932,Bambù,Bambusa multiplex,altro,alta,media,media,-5,35,false,"Bambù cespitoso non invasivo, adatto a vasi capienti su terrazzo. In vaso richiede annaffiature abbondanti e regolari durante la stagione calda.",40,curato,attivo,,
d6cd34a2-f2ba-465a-b127-390f1fad9e01,Oleandro,Nerium oleander,altro,alta,poca,bassa,-5,40,true,"Arbusto mediterraneo da pieno sole, molto resistente alla siccità. Tutte le parti sono altamente tossiche per ingestione, anche in piccole quantità.",25,curato,attivo,,
bd45786c-fe14-4523-9b7b-46a444216cd2,Cycas revoluta,Cycas revoluta,altro,alta,poca,media,-5,35,true,"Crescita molto lenta, richiede pieno sole e substrato drenante. Semi e fronde sono altamente tossici per uomo e animali domestici.",25,curato,attivo,,
006936fa-f7a4-4be4-8464-307f83a8e497,Nastrino,Chlorophytum comosum,interno,media,media,media,7,30,false,Molto adattabile e facile: emette stoloni con nuove piantine radicabili. Punte fogliari secche indicano solitamente eccesso di calcare o fluoro nell'acqua.,40,curato,attivo,,
65db47b3-eb20-4655-be19-69a650bffb77,Aglaonema,Aglaonema commutatum,interno,bassa,media,media,15,30,true,Tra le poche piante decorative che vegetano bene con poca luce. Teme il freddo sotto i 15 °C e contiene ossalato di calcio.,40,curato,attivo,,
26075f10-44d3-485a-a6c1-24832e5c462a,Peperomia,Peperomia obtusifolia,interno,media,poca,media,15,28,false,"Foglie carnose che immagazzinano acqua: annaffiare solo a substrato asciutto. Compatta e adatta a piccoli spazi, non tossica per gli animali domestici.",30,curato,attivo,,
1bb372aa-76d0-49fc-9bf8-52c797180b96,Miseria,Tradescantia zebrina,interno,alta,media,media,10,28,true,"Più luce riceve, più intensa è la variegatura viola-argento. La linfa può provocare dermatite da contatto ed è irritante per gli animali.",35,curato,attivo,,
c1c4806b-3e9d-44e2-87fb-70d49986f856,Palma da salotto,Chamaedorea elegans,interno,bassa,media,media,12,27,false,"Palma di piccola taglia che tollera bene la luce scarsa e l'aria secca degli appartamenti. Non tossica, adatta a case con animali.",40,curato,attivo,,
1b9dcc53-0dd3-4ead-8bdf-ff4e791eaf8f,Schefflera,Schefflera arboricola,interno,media,media,media,13,28,true,"Cresce compatta con luce indiretta intensa e si spoglia in basso se tenuta troppo al buio. Contiene ossalato di calcio, tossica per cani e gatti.",35,curato,attivo,,
f20b183c-1370-43ce-b879-f936e94c4297,Singonio,Syngonium podophyllum,interno,media,media,media,15,28,true,"Da giovane ha portamento cespuglioso, poi diventa rampicante e le foglie cambiano forma. La linfa contiene ossalato di calcio, irritante per bocca e pelle.",40,curato,attivo,,
75834c5a-aa91-489b-ab02-7d5e8a0120cc,Nolina,Beaucarnea recurvata,interno,alta,poca,bassa,7,32,false,"Il fusto rigonfio alla base immagazzina acqua: annaffiature molto diradate, quasi nulle in inverno. Richiede molta luce e substrato sabbioso.",20,curato,attivo,,
3e2c849a-77a7-47e4-a4a0-9af4b7714dad,Kentia,Howea forsteriana,interno,media,media,media,10,28,false,"Palma robusta e longeva, tollera bene la luce indiretta e le temperature fresche. Evitare il sole diretto che scolorisce le fronde.",40,curato,attivo,,
b5ac3e9e-462c-412c-b922-9f99aafbf2e8,Tronchetto della felicità,Dracaena fragrans,interno,media,media,media,15,30,true,Cresce lentamente su fusti legnosi e tollera la mezz'ombra. Sensibile a calcare e fluoro nell'acqua; tossica per cani e gatti se ingerita.,35,curato,attivo,,
22c7198c-0e86-4a37-be2f-ec2bf3ed2bbb,Hoya,Hoya carnosa,interno,alta,poca,media,12,30,false,"Fiorisce sui vecchi peduncoli, che non vanno mai rimossi dopo la fioritura. Foglie succulente: sopporta bene periodi di siccità.",25,curato,attivo,,
57b3da1f-70f6-4a73-b5b9-4b85e9ea8d81,Pilea,Pilea peperomioides,interno,media,media,media,12,28,false,Ruotare regolarmente il vaso perché tende a piegarsi verso la luce. Produce numerosi polloni basali facilmente separabili.,35,curato,attivo,,
8a195750-919f-4738-9f75-f61b974611a2,Graptopetalum paraguayense,Graptopetalum paraguayense,succulenta,alta,poca,bassa,5,32,false,"Rosette dal caratteristico rivestimento ceroso, da non toccare per non rovinarlo. Le foglie staccate radicano spontaneamente sul substrato.",15,curato,attivo,,
0bd4f208-fcd9-4a3c-964d-178ad0cb84a1,Portulacaria afra,Portulacaria afra,succulenta,alta,poca,bassa,7,35,false,"Arbusto succulento sudafricano molto tollerante alla potatura, usato spesso per bonsai. Teme il gelo e l'eccesso di acqua.",15,curato,attivo,,
b397166c-9208-4370-b0f2-1fbffb445a26,Senecio rowleyanus,Senecio rowleyanus,succulenta,alta,poca,bassa,10,30,true,"Fusti ricadenti con foglie sferiche, ideale per vasi sospesi. Tossica per cani e gatti se ingerita.",10,curato,attivo,,
1108b5af-de79-40c0-93ee-126f3fa9e35a,Agave americana,Agave americana,succulenta,alta,poca,bassa,-5,40,true,"Molto resistente a siccità e caldo, richiede terreno perfettamente drenante. La linfa è irritante per pelle e occhi e le spine apicali sono pericolose.",10,curato,attivo,,
69ace788-85e2-4794-a68d-4caa283fd2e3,Echinocactus grusonii,Echinocactus grusonii,succulenta,alta,poca,bassa,5,40,false,"Cactus globoso da pieno sole, crescita molto lenta. Svernamento asciutto e luminoso a 8-10 °C per mantenere la forma compatta.",10,curato,attivo,,
de100035-217d-4206-aa2e-58e8bbf3ef3f,Astrophytum myriostigma,Astrophytum myriostigma,succulenta,alta,poca,bassa,8,38,false,"Cactus senza spine ricoperto di squame biancastre. Richiede substrato minerale, calcareo e molto drenante, con riposo invernale asciutto.",10,curato,attivo,,
3297da6a-f2a8-4ddd-a57b-25560efe2c1e,Kalanchoe daigremontiana,Kalanchoe daigremontiana,succulenta,alta,poca,bassa,10,32,true,"Produce plantule già radicate sul margine fogliare, diventando facilmente infestante. Contiene glicosidi cardioattivi ed è tossica per uomo e animali.",15,curato,attivo,,
54d40b18-5ba1-4b8e-8a19-830d8826bc83,Sedum rubrotinctum,Sedum rubrotinctum,succulenta,alta,poca,bassa,5,32,true,Le foglie assumono tonalità rosse con forte insolazione e stress idrico. Leggermente tossica per cani e gatti; la linfa può irritare la pelle.,10,curato,attivo,,
e35bd982-2b85-4b24-80a8-5739ae5d99e8,Delosperma cooperi,Delosperma cooperi,succulenta,alta,poca,bassa,-15,35,false,Tappezzante rustica che resiste al gelo se il terreno resta asciutto in inverno. Fiorisce abbondantemente in pieno sole per tutta l'estate.,10,curato,attivo,,
b967ac99-af67-416d-98e9-d86f3f0b679b,Euphorbia milii,Euphorbia milii,succulenta,alta,poca,bassa,10,32,true,"Fiorisce quasi tutto l'anno con molta luce. Fusti spinosi e lattice bianco fortemente irritante per pelle, occhi e mucose.",15,curato,attivo,,
4349facd-0243-4a06-817b-676e1c501f48,Cactus di Natale,Schlumbergera truncata,tropicale,media,media,alta,12,28,false,Cactus epifita brasiliano: a differenza dei cactus del deserto vuole substrato fresco e umidità ambientale. Fiorisce con giornate corte e notti fresche.,45,curato,attivo,,
4c232407-1fa9-4401-bae0-5c08c31d8986,Calathea makoyana,Calathea makoyana,tropicale,media,media,alta,16,28,false,"Foglie sottili con disegno a mosaico, molto sensibili all'aria secca e al calcare. Usare acqua demineralizzata a temperatura ambiente.",50,curato,attivo,,
671e2593-b2dd-4743-b54c-d9af221cc337,Stromanthe sanguinea,Stromanthe sanguinea,tropicale,media,media,alta,16,28,false,Variegature bianco-rosa che richiedono luce filtrata costante. Umidità elevata indispensabile per evitare margini fogliari secchi.,50,curato,attivo,,
2cc226e0-5b0c-4079-ae21-536fad2c0e52,Anthurium crystallinum,Anthurium crystallinum,tropicale,media,media,alta,16,29,true,Coltivato per il fogliame vellutato con nervature argentee; preferisce substrati arei tipo aroid mix. Contiene ossalato di calcio.,50,curato,attivo,,
6adafcc1-9675-447c-96a8-9cd3dca3244b,Cordyline,Cordyline fruticosa,tropicale,alta,media,alta,15,30,true,Le colorazioni rosse e rosa si intensificano con luce indiretta intensa. Sensibile al fluoro nell'acqua; tossica per cani e gatti.,45,curato,attivo,,
e78ed91f-1927-49fa-94a0-ed233be42eba,Croton,Codiaeum variegatum,tropicale,alta,media,alta,16,30,true,Necessita di molta luce per mantenere la variegatura e perde foglie dopo ogni spostamento. Il lattice è irritante per pelle e mucose.,45,curato,attivo,,
aab5ce4b-1b86-439e-a02a-b8f7558b4db1,Banano,Musa acuminata,tropicale,alta,frequente,alta,15,32,false,"Crescita rapida con molta acqua, calore e concimazioni frequenti in stagione. Le foglie si lacerano facilmente con il vento.",50,curato,attivo,,
82feda87-9e49-4c0b-b8f4-78c7b991cf4d,Guzmania,Guzmania lingulata,tropicale,media,media,alta,15,30,false,Bromeliacea che si annaffia riempiendo la rosetta centrale con acqua non calcarea. La rosetta madre muore dopo la fioritura lasciando i polloni.,50,curato,attivo,,
1142bc5c-9f7e-45a8-83be-77615f469877,Aechmea fasciata,Aechmea fasciata,tropicale,media,media,alta,15,30,false,Bromeliacea epifita con rosetta a serbatoio da mantenere piena d'acqua dolce. Tollera luce indiretta intensa e ambienti caldi.,50,curato,attivo,,
f70d6de3-6c48-437c-acbd-f1f576feaf32,Erba cipollina,Allium schoenoprasum,aromatica,alta,media,media,-20,30,false,Perenne molto rustica che ricaccia ogni primavera dai bulbilli. Tagliare i fiori favorisce la produzione di foglie tenere.,45,curato,attivo,,
763f2a6f-ac58-41c0-aa5b-ce5eb9463b75,Coriandolo,Coriandrum sativum,aromatica,alta,media,media,5,30,false,Va a seme rapidamente con caldo e giornate lunghe: seminare scalarmente in primavera e autunno. Non gradisce i trapianti.,45,curato,attivo,,
be4ae81f-0894-4c46-96f5-380529c6dd0d,Melissa,Melissa officinalis,aromatica,alta,media,media,-15,30,false,"Perenne rustica dall'aroma di limone, si autosemina con facilità. Tollera la mezz'ombra meglio della maggior parte delle aromatiche.",50,curato,attivo,,
e4eaa162-3736-48a6-9820-917fba5bb0f9,Dragoncello,Artemisia dracunculus,aromatica,alta,poca,bassa,-10,32,false,"Preferisce terreni poveri e ben drenati; il ristagno invernale è la causa più frequente di perdita. Si propaga per divisione, non per seme.",30,curato,attivo,,
24935b0b-b196-456a-a42b-dc05a515eb29,Alloro,Laurus nobilis,aromatica,alta,poca,bassa,-5,35,false,"Arbusto sempreverde mediterraneo, tollera bene la potatura e la coltivazione in vaso. Resiste alla siccità una volta ben radicato.",30,curato,attivo,,
655beecc-416b-4551-a90c-4efbf0ec29a4,Aneto,Anethum graveolens,aromatica,alta,media,media,5,30,false,Annuale con radice a fittone che mal sopporta il trapianto: seminare direttamente in posto. Riparare dal vento per non spezzare gli steli.,45,curato,attivo,,
62d5d9d7-eed2-4358-891b-ea1f813847ba,Santoreggia,Satureja hortensis,aromatica,alta,poca,bassa,5,32,false,Annuale mediterranea da pieno sole e terreno drenante. L'aroma è più intenso se raccolta all'inizio della fioritura.,30,curato,attivo,,
8a1466f3-fb1b-41b1-b155-c92970204f59,Menta piperita,Mentha x piperita,aromatica,alta,frequente,media,-15,30,false,Ibrido sterile che si propaga solo per stoloni o talea. Molto invasiva: coltivarla in contenitore con substrato sempre fresco.,60,curato,attivo,,
b3e33129-3e3f-4ec6-b637-ad4232163f11,Citronella,Cymbopogon citratus,aromatica,alta,media,media,5,35,false,Graminacea tropicale che teme il gelo: in climi freddi va svernata al riparo. Richiede pieno sole e annaffiature regolari in estate.,50,curato,attivo,,
2bb8607e-e329-43f8-9b97-8abc7b234d69,Bouganville,Bougainvillea glabra,altro,alta,poca,bassa,5,40,false,Fiorisce in pieno sole e con substrato mantenuto piuttosto asciutto: l'eccesso d'acqua favorisce le foglie a scapito delle brattee. Teme il gelo.,25,curato,attivo,,
b9c1f6ab-fb5d-4be7-bd0c-3b852ecf7818,Olivo,Olea europaea,altro,alta,poca,bassa,-8,40,false,Sempreverde mediterraneo estremamente resistente alla siccità. In vaso richiede substrato molto drenante e potature di contenimento.,20,curato,attivo,,
b2564954-5f88-400d-80f2-10e7711351b8,Limone,Citrus limon,altro,alta,media,media,0,38,false,Teme le gelate: sotto i 3-4 °C va riparato in serra fredda o luogo protetto. Richiede concimazioni regolari con prodotti specifici per agrumi.,40,curato,attivo,,
12adbd4e-9048-402c-a26b-4511be9e0bb9,Camelia,Camellia japonica,altro,media,media,media,-10,30,false,"Richiede terreno acido, mezz'ombra e acqua non calcarea. I boccioli cadono se la pianta subisce stress idrico durante la formazione.",45,curato,attivo,,
059f223c-17d5-441a-9083-b816b640c2f1,Azalea,Rhododendron simsii,altro,media,frequente,media,0,28,true,"Acidofila che necessita di terriccio specifico e acqua piovana o demineralizzata. Tutte le parti contengono grayanotossine, tossiche per uomo e animali.",50,curato,attivo,,
13f79a5d-1048-4141-a064-3e5fccbbadd8,Viola del pensiero,Viola x wittrockiana,altro,alta,media,media,-10,25,false,"Fiorisce nei mesi freschi, da autunno a primavera, e deperisce con il caldo estivo. Rimuovere i fiori appassiti prolunga la fioritura.",45,curato,attivo,,
815bfa4e-4721-4be9-84a9-8961c8b25d6a,Impatiens,Impatiens walleriana,altro,media,frequente,media,10,30,false,Una delle poche fiorite che rende bene in ombra e mezz'ombra. Richiede substrato costantemente umido e teme il freddo.,50,curato,attivo,,
4f637418-9f0b-42b8-909e-e54773114d75,Felce nido d'uccello,Asplenium nidus,altro,media,media,alta,15,28,false,Felce epifita con rosetta a imbuto: annaffiare il substrato evitando di lasciare acqua stagnante al centro. Richiede luce filtrata e umidità elevata.,50,curato,attivo,,
55eb6339-098a-45d9-b3c9-b5c906c32813,Capelvenere,Adiantum raddianum,altro,media,frequente,alta,15,27,false,Molto esigente in umidità: bastano poche ore di aria secca per seccare le fronde. Substrato sempre leggermente umido e mai sole diretto.,60,curato,attivo,,
f99562d1-a91a-4f6a-9796-df9e2eaf8783,Palma di Fortune,Trachycarpus fortunei,altro,alta,media,media,-12,38,false,"Tra le palme più rustiche, resiste a gelate moderate ed è adatta al giardino in gran parte d'Italia. In vaso richiede annaffiature regolari d'estate.",30,curato,attivo,,
